wallet,chain,symbol,amount,price_usd,value_usd,token_address
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,VERDAX,9.0,0.632575000878039,5.69317500790235,0x396d3ad5362861bcc6c5cf2747614e4ba2f2e57e
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,GIFT,20250.0,1.5058175464230836e-06,0.030492805315067442,0x158ba75aace3f91e95937c0856d6369cde7a151e
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,MIXQ,14.72,0.0017825347791823592,0.026238911949564327,0x3e452a416dae9f0bf4bf69fa0bf529c2b7c7360f
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,ETH,7.1497218804e-06,3309.583127,0.02366259889811455,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,arbitrum,ETH,5.781546993931e-06,3322.127697,0.019207037400045267,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ETH,1.847745506084e-06,3324.133882,0.006142153442087061,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,ETH,1.136401296532e-06,3308.317045,0.003759575779276915,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,USDC,0.001358,0.9989769258164235,0.001356610665258703,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,AXOME,160.0,7.95201026608309e-06,0.0012723216425732944,0x8c6f889888d22ee1d8aa2954b61b9f10e7402b95
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,GOOFS,1.0,0.0005501347854722843,0.0005501347854722843,0x8e5c04f82d6464b420e2018362e7e7ab813cf190
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,WETH,1e-07,3324.133881999972,0.00033241338819999715,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,LWFI,1300.0,1.8686788338945344e-07,0.0002429282484062895,0x2953ca1174b41b28439ef1155235fa699d7b75ba
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,BUN,5.0,4.1818636778026425e-06,2.0909318389013212e-05,0x7701996420a116f25bd414c02381f6db698bf2eb
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,USDT,1e-05,0.9934145362737016,9.934145362737016e-06,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,FORT,1.0,2.512886866350397e-06,2.512886866350397e-06,0x276cea2c682f16a9c2a455338bdb075134669dd8
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,ACHIVX,0.001,0.001220186372291499,1.2201863722914989e-06,0xfaf87e196a29969094be35dfb0ab9d0b8518db84
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,UNILIFE,5.0,1.2223248820168098e-07,6.111624410084049e-07,0x059b2051bc369a52dfa4bcbaa77388483279320c
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,XENA,2.0,1.005587064777702e-09,2.011174129555404e-09,0x4add9ee147deb9452da4726d21b4885896081c1d
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,以太AI,5.0,7.4384143877514e-11,3.7192071938757e-10,0xc1789999e3a80f71cdaad44aa8521a0f5829d55b
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,SUPERX,2.0,1.39889526156206e-10,2.79779052312412e-10,0x70fffd5ab47c36db7c85f771068497033d5523fd
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ERCAI,2.0,3.324133882e-15,6.648267764e-15,0xf8fb55139b9acac7bb72e3d6de9ab412e01d2528
